id,roa,stake,luck,blocks,pledge
pool15z7890uxn6nwl2yufxgrdsvjrpd0kzngvudfm2z2yafsjgkfndg,0.0,385500629,0.829,0,7615098
pool1tzfqal2n80z9zejfxlgrc9qhdvrf8gvqqvnfx0e6h0rws4gqyxj,0.0,11696056783,0.535,0,11652871481
pool1c6ezumxqayxzfwec8q8nz40zpf58n3sr22nstpxf2pg3gggx0ce,0.0,1501200000,0.0,0,1501200000
pool1vcc9lngr8g2j8xh0kgy84nne026adr5zmvwagkda99spy23993l,0.0,1555696536,0.0,0,1500600798
pool1ylkps8vax4nzxe507a0mx2svu3p8w2mkvdhyjqu7rl78q9rehh9,0.0,612166543,0.281,0,447564264
pool1la6wjq8uaqctd05zw58dczxp6csf2z66wf726kdfyr9l7hnr6jp,0.0,8057292913,0.299,0,8057292913
pool1d0329t36ac7udkqe9k5w4g4jpn8xrqfjh2u5jrrm4h4d50wkz2c,0.0,2839304609,0.0,0,1686687763
pool1mzry5s8pkfy42ul2xevaq7dk6qae8247hqd8serm3ms06glvny0,0.0,30134863138,0.252,0,912219800
pool1n8nq690antqxcekkekzk07yp7y7psmm3v6ad6tmkm4v3ulyhz0w,0.0,1239274809,0.403,0,11636225
pool12vx0utf438rpxskmvwm870vpz6qnur39jzl7gs3hhhldqekzjea,0.0,1967532926,0.0,0,1497611094
pool1w404pkpkkw067ju4gjnyjdmqfex6wn92vrffhy9txhw5kxzupk5,0.0,1230538750,0.0,0,1230538750
pool1n3agd6rep8jw3gff684mja56ns6wqmshayu0av7hxcgx7f4pnwy,0.0,4095742493,0.0,0,1097096991
pool1ft4z335t0eclqwlxdktam5wphf47swfpzgxe4fslnjz5y70hq2p,0.0,7831333431,0.0,0,1112215016
pool1f6zwfx8a8pnfusuv7fj8h8uusln49sl45hdpzfz7965ag00wycf,0.0,2730864018,0.0,0,1037215896
pool1xfj4dazvq0fszalwm30zr85ka9t65mwpq3vfrprdw35mwan3vq9,0.0,28683993512,1.582,0,1501139082
pool1mfyzxyggryp0jhgghvzas7qjdyz2rcfnm5rfq8s9uefvukrlps5,0.0,89709949633,0.975,0,449019706
pool19nfs9chtv37vfawvpyf0x2shfhns9hpwy3qfckvpm4dmq0nrl8m,0.0,35017755985,0.0,0,1001730947
pool15wk0wjrau5pv6rp6w34g3mjxqejkfj3yak0xa9m63upcxx63myh,0.0,258477553431,0.577,0,13768478915
pool1wwjj0tcr6w9nvk0jpvnrqq9p7ukn7wux0h669wcw25t0zmx3zfh,0.0,21927758500,0.0,0,4957047843
pool16gkhcchdyqr7a9vtupchcdaq4nu77tq9t0ny0k9m877u7zv03v2,0.0,5442489968,0.0,0,1182866914
pool15amxxauxh409wcuc87e0tusfzuka0wfvxhxmpt6vugqgsw6j4d6,0.0,5060258964,0.0,0,1200427817
pool1vxz2dtul2asqpxtuy60hqg4749dw7uy7tyg907hn65luws3wxfv,0.0,1308786552,0.0,0,1002502298
pool13ft2syyqvrd0x89hcyskvz3dymqz6xavq646x2gy79lq6lrthrx,0.0,4259437485,0.0,0,3904692550
pool1v8pu7txqydjmfhusgrfzvan4pragec3wu066cfmq2xpuvm2m8r5,0.0,1043035373,0.0,0,1010405929
pool17y4pg5j8z8zklmplel2l3l705zx706w3mrac2etns0uccehx3nr,0.0,1037490472,0.0,0,1035664597
pool165cyssah9wcnkuqq339c9fam5wga3x7zl6kw4ktltq5x68tlu4w,0.0,1075435349,0.0,0,1000000000
pool1r2z2v45320taq385pny6gz80hyq3rsue8r8n0w9zpq0c7yjl9el,0.0,1018842337,0.0,0,1014627418
pool1xxjcu9djguspkrctjgszvzcagy7pzy8vxqfaqtl5xy9824fz2qg,0.0,1007620730,0.0,0,1007620730
pool1v46kmtavsty57aql824069j2p6wxpcpk3j25veqauu54kynydty,0.0,1032235168,0.0,0,1032235168
pool12f68ksfmsthe4r9xx2up9x4zx43tstu3psmjvk57papsv8vu9re,0.0,1093094791,0.0,0,1093094791
pool15m3nrmzhaef66j4sue7p66yshtxfug84zuhfd8skxhh9q6mkgyx,0.0,1012075370,0.0,0,1012075370
pool19l2vz7pdk09k49lezr9zcmc4j98zc30htuw2rnqk3cceckuce96,0.0,1257550057,0.0,0,1257550057
pool1hjszxsd493fmr99g2d8evnqlrlurscu00n8jv9mz8qm42f7jvln,0.0,3470104050,0.0,0,2005908625
pool17pappd4r69ag7ud695he8rhygzh80qvtdtv8k25hjyggzz8gc53,0.0,1053239172,0.0,0,1053239172
pool1v5jj7xumvk4engwvqrxt0kfhpdkucqvydmmlwwq2x76hz99affw,0.0,1008640310,0.0,0,1008640310
pool1dzk2hrh2vtfcc6wk5n69ml6a08jc8d8s3lpg7jsaydcdwrerlq2,0.0,1000819149,0.0,0,1000819149
pool18fldcktken22hfd3tyx8qwes46lv6jhv43jhns8gg24k2rta4al,0.0,1212621566,0.0,0,1212621566
pool17ntzw85gdf9zefhy60y3z43qfv8zv4569vq7m2pjewrzc02dz4f,0.0,1021500453,0.0,0,1021500453
pool1reje63x6l2dh4t6d8ya3m04c9lypu4chc0cvn4jnk7lmus54ckn,0.0,1007430809,0.0,0,1007430809
pool1m90qdgknvwdewy6n7dz9ufkfqtscvdaqnw3q2vaphp20z27w706,0.0,125283648382,0.184,0,1187238209
pool1k6u3rdl30ruf85q3jpzcfyq4ta0umrxdlt30rcpxqqasumcnkgu,0.0,1008611006,0.0,0,1008611006
pool1qdw8vw3tk20e4lgcd9evd9u4hxj8zekdg2qpmnzdk83dcncavpd,0.0,1588049383,0.0,0,1588049383
pool1ed2usjswfh2hfyvatwuwl959y5g4fkf63uxtadcuez0l2rjn747,0.0,1112619894,0.0,0,1112619894
pool1ndu9fpv7prmp6r6k23lzx6fcpjlvh6upl3w8ghldys467u6vvrl,0.0,1405326847,0.0,0,1397018530
pool1vgfc8fqul93hf6fnl9n23czssgw6xyqx2yjn0lxqmcmvvc839th,0.0,1652303744,0.0,0,1487914206
pool1fd6geyevpsg26s7q58fvuv2eh559n5p9vv3ctxjs74v6g7lkew4,0.0,1002621654,0.0,0,1002621654
pool1vkaycnf2sv8rxzv4nex8s2unnzahtjs8eht9ypua4takugjgaa0,0.0,540700677,0.198,0,540700677
pool1ag6ae29hrcjhcjaqp56hwhwj9geszjerwqrkjz6xndmcq3u9k80,0.0,1967312227,0.0,0,1949430457
pool1szah3sjg5vhd09pa0y6fcsyja2rttsztdp0gj8jpngqxz9kj0a8,0.0,4466363778,0.215,0,440214474
pool1jv9pf6w2fmjqpaekyt74tjkmjxhma8wsqs8ur3dte45tqdxe3t0,0.0,104765624873,0.323,0,1103441939
pool1fmrd4ds793ja4c5muy7hwj6q7kssuhtx22em4udmvx6957z9m0u,0.0,7086151508,0.0,0,3511839844
pool15xfeh7v3kr5j4unyeszxnfvy349d4h8s92h4xdwl2hct6n0wgah,0.0,939083298,0.0,0,939083298
pool1nqveuw4q2yw9u9x6yzy260skdwc309krsx32hmgvpyp962mu996,0.0,776657131,0.0,0,776657131
pool1tcjzs5lp05ze2af8tk0pk3e3w6ey9ec0jpu9hxvck32mwxj9xwq,0.0,481388394208,0.0,0,500000000
pool1fcp4d2pxh0e7q5ju63sjqcdpxpr3pvxg6ykl23t6c97d7dnvjvw,2.791,74590368948485,0.96,41,5579928984
pool179mnckg6xz4w5x6k9056yl7r2ej8fd8uu68fc2vlsmulg7lzwhy,0.0,57436266933,0.116,0,450496954
pool1wm89xjqp96t3mlun3pa5suxa3t4s5lluq239en0nxl7pcm5tprc,0.0,133272238103,1.066,0,10293047
pool1msfz0v3yrzl3k5njsm92uw59cfs5uepajs4a62rxfm5xke9d2zr,0.0,1047231164,0.0,0,1047231164
pool1nyj2wwps0nk9kn48rtqck5876la35k3j4talj24gpvnauxqsfh3,0.0,4098244613,0.0,0,564425881
pool172gxn08m64vyfvpn926t3q8md5qf0q9k3y6kqz6krj8ry0tntmz,0.0,552424253,0.0,0,552424253
pool1s54847dyrcpgxjvsjvhjjqjrkz3x6vevy77xaqje5nugxhp6j2g,0.0,12145784,0.127,0,1750033
pool1t6stu46gth7awdlrdmxmjhgrk9rjhez9qfnlhkhfvf0fj4q3h2a,0.867,77488172941,0.993,0,50087067379
pool1nn7tmm2antyp4879henta5ysg7a8g4pa02d6es2s2zc9jhpdptl,0.0,31176618404,0.0,0,532093207
pool1vz59e00250xfjck8qd04kns89j56430wjzpdf37zfjnnyxttm37,0.0,46081456906,0.0,0,500379251
pool1673d663ml4p0mtreukyfx5jt7ekk9pajsyyv6utzlakzj0y9v0w,0.0,21343335647,0.0,0,500714954
pool13h7z0g56m0atqukzpdt8anrdytpyt57xmu8v5vv8rase5hswern,0.0,1282530275,0.0,0,1132530275
pool19u2lzwnmkz3gqqmx9sahhys8nqvwzkl8dqu7m474m0zsj3acjfj,0.0,532618310,0.0,0,532618310
pool1dhzv896pw40c4tw23w4h2ux5yzm47r59h8qaqhu89shwkugqygj,0.0,1001063730,0.0,0,505835174
pool1wc2vw2x2xu2van4acthhk08xtucm8ddpuphmw0ahnc99qtz4a64,0.0,10121061287,0.0,0,545512809
pool14ts4y6fpvxnc3e2aqwxqh5xskjyzlpzk6rexgyt3syh2vdgrv7a,0.0,10348142426,0.0,0,500000000
pool1swzse8pd2atsr3zql933qxlzn5cjzrl0fjejsh7q3pmxzrupl3s,0.0,7493582710,0.0,0,500000000
pool1dg80xj5qfgu2caursxwk67cm34esh03kzmu63qu89vdv2vk3x4u,0.0,2841690059,0.0,0,526620774
pool1aznnuv8rx07e6djpheq3kh05r7zwm0z672u8vd8tr3yxsnegkp4,0.0,1340486162,0.0,0,507718757
pool1jphnr6n8v7hg4rhsmel2s6yunjalthar07vv7rwvgsky5q8k49h,0.0,812165326,0.0,0,502429929
pool1d25d0c06al8geglarw7yd4nqh65nws82d7v04yrv2eec7rwcjlk,0.0,515619014,0.0,0,515619014
pool1mgpzhdjucv0hyyndzq08la7m5h645wmsat35gxy9fv6au9k7eg4,0.0,997620818,0.0,0,997620818
pool193cdhdpaedcev7x6qps3eps7s4sh2v8k6v9yr4tc2ulujq4982d,0.0,507449333,0.0,0,507449333
pool16zymwv7r24sgcxg43z4ce0g0mw0yt6zdxehcgwyksj456y0ef4a,0.0,507236356,0.0,0,507236356
pool1hgksl8y3637f88zhet6g8j8seq2kzp6v2qt4ct2maxaxzt0pmmj,0.0,531275577,0.0,0,529503708
pool1znp7z30qfdgwcwel4htqmwapfm2h05ml32ttt8znevtz2vwnqwt,0.0,607393771,0.0,0,602616946
pool1dadzh387unlwu37ek693hy9a7w49r22mrmrl9y0fjfhhqe4qtpe,0.0,507621786,0.0,0,507621786
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,0.0,1014271248,0.0,0,1014271248
pool130u9tm5kzsjkzlt4zq989s33fne5n9qahkdcmamh688wzrk78g6,0.0,697439961,0.0,0,697439961
pool12mvua605f7w2gs90d580ywzyyf96je0y5q6zwcz2l76tcdqa8y9,0.0,507423329,0.0,0,507423329
pool1kn059wyuuff0srprtvufv327th542l4c25e5hhcmwlsjymwr32d,0.0,504683670,0.0,0,503612018
pool10glz67jju4f3gjs84pse79vsl6d34k764hs4cq6fwplkxzf277w,0.0,546916447,0.0,0,545559713
pool1p8ccvv2e8l0eaxnymlxecl78f7g5l5mkth74v8nsqulzj3kz38q,0.0,189467592491,0.0,0,497633490
pool1cuzhrcpp676p4u9yk2vrtj7utmq2dy4ey56uw6znml2f5hrpgpw,0.0,5477524588,0.0,0,640528036
pool1ah5jv4mrq0z7g4wuhjjnc24kfwqekwcap0wqmsr57thfg8mpr4n,0.0,1544341958,0.0,0,533618090
pool1kqpy3de52m07versalrkqd57w2qh5cze3wupwrgx39m5gvtkjct,0.0,927386567,0.0,0,493619014
pool1qlkr6qu4mm38x77ldp2vnxn0gatgq4ernvvdw4pxze2tuyw5pfh,0.0,507449373,0.0,0,501040510
pool1aua33jlfntjm7a3xc5d63jmxuycwlwkv7xx0mu04zfjeyc4up7c,0.0,511697133,0.0,0,511697133
pool1rtr6nja4hh8j8hkrmevehw7009za3fu2vucv27rl6qdr6xttd09,0.0,544125690,0.0,0,507617122
pool1488f5rzus7kpu3zr6zwyw8mdy0rj4m3knssv58enurgsx40msjf,0.0,1087461798,0.0,0,589624382
pool1frxut5ury0r2clgpvr0dewlsvc233ft7g6v7vx8msepy5068evn,0.0,698292896,0.0,0,698292896
pool1rp466amdpse0gsmdkteqpqmnm5fl4v0q8juwwq4xagwygwzu8ln,0.0,507102535,0.0,0,507102535
pool162szyrlrwes7qwy0za4ekufgyljfz0lac9t8h8svzale67n8vl4,0.0,496719173,0.0,0,496719173
pool1uae2f4eg8mhzuur43w9l8vpk4dur58w600x0cy2ef5angazhg3x,0.0,3259062887,0.0,0,505603946
pool1zevtw8lsd6xh45v2mfw3ay5rqtgyt5dm77daglqwjnpgjgc0ynp,0.0,998257168,0.0,0,890431425
pool1repwaml372lx5kf3yw7568yhefa4d60r2d07un5gmykyv57ejxq,0.0,407405934,0.0,0,406405934
pool1rrzlme4g2r49x7tcesdkuk5wqv5ks2dkq3ptapgnclgvkcxy9sc,0.0,342417653,0.0,0,342417653
pool1t2zc29vmryg0z72jp3vh04awlxlrqf88jc3zfx7wm8dwjuhgch9,0.0,707520898,0.0,0,332637934
pool1ca862gvy5r06k5l3hulsphtp20tvuxqef0arzcyejdf365c5nrs,0.0,7656898014,0.0,0,1809605726
pool1eyccsl45l8f7sdplfs770460l2uqe9xfne4l64xvwewd22fcl9a,0.0,306763214,0.0,0,306763214
pool1vxpu476qrulzkk2u97emkfskmc2jx4mzznvupw0zf5206nx35vl,0.0,308097517,0.0,0,308097517
pool14akj80fz4z2zpxfld2jwvzdelvctck52uavy2kjv0l925nmj37t,0.0,307620906,0.0,0,307620906
pool18aklqwussc7j6y9nap8vxst4ht8s6sv76ge9799rzv3lcrau7yg,0.0,472976532,0.0,0,356622907
pool173f5kzeuz485kshvga3t7un8u699w2rgn77apjx078xd73kzj6y,0.0,347620334,0.0,0,347620334
pool186wnrzw2zq20wt6p9aer6z33vqgv4xaxm6445fa4g4wr559e0j8,0.0,251000039,0.0,0,251000039
pool1ga8rg7snafqj5t24zf4xr8cz7tl576ett05qf93qhcamgmkqmj3,0.0,494831058,0.0,0,494616908
pool1nlv8mxyx5juqe5aua9tplr5j9ar4wy950zlya3ul94wkgqmf9z0,0.0,245204781,0.0,0,245204781
pool1g637quu9s4v8e30s8y2jg8zfejsne9s8mg985q62y8jfu4khtqg,0.0,220848661,0.0,0,220825110
pool1p90ymkn27wj473ve0leq0u6s935atjspsq77kxttyzzqsekqjh3,0.0,4907458502,0.0,0,203200220
pool1rfwfql54dxqe2f3pht7c8xztq9c5wncdhcp542nk76dcgshtvdk,0.0,376518669,0.0,0,257630000
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,0.0,247210196,0.0,0,247210196
pool1snauzgh8r7tww3emfmdt58dt4hpvyjc23j0nj3h0ql2wwzgdkp9,0.0,218055983,0.0,0,218055983
pool1vcmqgcykx4k3ngj2upkyhu424dsn85ansepz2xmdxg4mqw7w6ac,0.0,208346880579,0.0,0,120425837
pool15730lwmu7vrffkl40wtjrnctsfd840fl5jmuw230r0d65a74k5e,0.0,942823411,0.0,0,942823411
pool13pcwank3cs75ucumug9lstt9mnraexgzupcvdy83arz8wwn5jaq,0.0,158420338267,3.344,0,107629926
pool1k65vmd0uyy0k5eylunwakd99m9j0n2hfynkxzd9472276m32p50,0.0,138716225878,0.0,0,147225972
pool1wnrrg33lw9fxcn0h3x3vexh78up660ajgk7pvrlrz5kkcgh9khs,0.0,84290549113,0.0,0,5007223200
pool14tj8njl3ggzj4dzcsrm5yjekrahytp4zkh3s78gsxz4c55jfuzv,0.0,78221763886,0.0,0,107624030
pool1s7vl4r9vr2etmr2pfhcvxu223e8asaxu96te3urd7gh3c2kl74a,0.0,133400000,0.0,0,133400000
pool1vgryztjlm0grah2g5gngd0vlmy4z3yrsm42h00hn967e5mqk4nq,0.0,197430721,0.0,0,197430721
pool1pkqtms0pzd2x8phsrxn9kk5gmy4gn79edg9hhldykjd0guv0av9,0.0,1624415312,0.0,0,495416128
pool1vd9a6q0jknarhwfyg7mspplrgsxf8zsna7yjr7crrtqdwftl7yw,0.0,502624954,0.0,0,502624954
pool1qvqpd95v4k2ge6unntpettve72ntguk6qp9ktet572e7v4v9de8,0.0,136644068,0.0,0,136328469
pool15zvek3jke3z2uml5xeztl6wt56zuye5ne9caadz8mjn9ykyuu8n,0.0,23760953037,0.0,0,107625746
pool1chdvqec5lwsxuedrdhcdcxg2295tqrce9lcz3luru5fruzjf3wr,0.0,128905489,0.0,0,112225796
pool1wp0yez530qyyxu6nzeej9m9f2sma2w4r54hkw7dfewtts7qqvwc,0.0,11682509253,0.0,0,108656116
pool1kdr3lv2e7h5tx3gp3fwrpxhaj8cxh7v422uwj84enqxf6j5flj7,0.0,2992338910,0.0,0,107249204
pool1qzg0lsft8d6zz5vytz5td3f383ra8f46zsdnsa93dgrg2nf7ckf,0.0,4850845604,0.0,0,156625840
pool1hc8y5s28zah72qsnnky93zxqcqcrvav7hz2l3sdj5gk5znztcty,0.0,3043317069,0.0,0,107438817
pool1gmwp956mrfn5hcs7rp7nasa7xpwmx84kkkclyx48xwuh5dltmpj,0.0,666500221,0.0,0,131285137
pool1fnvj5za9k5ev88l8tw0nh3n4tn582gvf3d6vmuv7nh4ustqecn5,0.0,1803750610,0.0,0,102011235
pool1qr6jmmu8q2u44gzy2xarmnkq70c0ggz72nnh77qmevl62th69k3,0.0,381263120,0.0,0,100047271
pool1jwpt6qmmkvfusvwan4f9pfhn7pljsm33lcqf7ftya3mtc0fs2nz,0.0,421330216,0.0,0,144698748
pool10ez5uusmzx7ep6pee6hmqr79z5ee0lhgzdelzgptexh9xq3ar4e,0.0,1618426642,0.0,0,101008551
pool1w50f20mpxwtal3plsqmgrx2xxlg84hn7ep0fhlcajkhu77k8tfp,0.0,1257789162,0.0,0,754221182
pool1qz9qfxcxsc46vpgrrj868scmttjp3y9xaehyn6knknegcsphq6u,0.0,554651740,0.0,0,554651740
pool16rcqtg9gywenzkp6t5qg8um5tuul6d4dzwauppz7z3ufyaj0ky3,0.0,176553519,0.0,0,151053519
pool1zcdptx4spapxquc0rpeu33ucc3x08g9wxsmm0qchqg0dgxrh6g7,0.0,516425793,0.0,0,516425793
pool1uvv7r2zul9m2hm6jd56dygee9ddr7jnen5ysfy5z3xvez3m823z,0.0,940690496,0.0,0,904187162
pool1p39fgnpatsmyln2nyhr64elqfzxxk8q25xtkny97qgnlkllaxry,0.0,177309745,0.0,0,120549939
pool1van29pcguetr6gwnyfwd2g4f68rt3vkgtvu9wjdj0xwpylngsdk,0.0,2153970597,0.0,0,107224476
pool1yv8lps0rx4xxppwpm0vea852wwu6lg78xh3qfss7dmftq2gqy3r,0.0,642048577,0.0,0,100618750
pool1pujegnn8qf7xux6tkx2mj2qdn9jf0y4z0t6nma97wdgqudlc9ww,0.0,640942071,0.0,0,640942071
pool1wx9rs2z0nuzds7aj9dvptwcruxputh3dvvfcavnwr6hkjvly20w,0.0,103240601,0.159,0,100000000
pool1v6xpvq7argftng40s80804eyf4m7as45292las40jw0nxte295m,0.0,163755733,0.0,0,106000000
pool1jepxzmqljthtfvcx9dhcp7rysg9n40z6jxr9cw7963h0qv8mz60,0.0,590538578,0.0,0,105624954
pool1zd5jmdvhgcqja28at800tle5qltucce5979x3jgdv0g9qcmw268,0.0,229945819,0.0,0,161673712
pool1wr5ky4r3hz6hxenllvxpuncg7jya8gv89jta03059w9eqqjy6c6,0.0,413801996,0.0,0,153115046
pool1q34qp4ckh590gt99eadtz8w8ag3watavf5adj8qjs7guxmkgk8g,0.0,1047621962,0.0,0,1047621962
pool1u9vgtxyupd36czsdvh3h9zr8eakdqesug8j6k2nw7nszy97z4m0,0.0,177788132,0.0,0,144472620
pool1qd9yemufpf2fctpd2zyx9v2lv3h4fne3v8jplse284gqxk8ketu,0.0,164620642,0.0,0,164620642
pool1rek8m67j3lrslpkrv5twxr5adpt2r5k3qq2huh6vgx8jkcw4qc8,0.0,197456153,0.0,0,197456153
pool1hd5r62ktu43k53tskpr8xja8pyt5k6vws2fxylqm7hp5ye954ea,0.0,126003727,0.0,0,119032971
pool1wumx7h5vnkjwhv0rycjwdqd8cykvr380etvszgevquxwz02p5wx,0.0,110623414,0.0,0,110623414
pool1am69d5jfzgjepwhseryw59j0lspn0c0307shw3v2cvfq77gvnrh,0.0,102232264,0.0,0,102232264
pool1cj6js4ae570qqgssp5qr83zla0775u35fyxytk8j240uy2aca2q,0.0,105235662,0.0,0,101630865
pool1tem8k8927zvn5jg22g3mxuzhnu62jdnqvn523dduupce24vwlrl,0.0,135106409,0.0,0,135106409
pool1lz95nzjjmr6449lk0avhplw9678m6kxghvxzg2yfcmy3vl0k6jl,0.0,103230899,0.0,0,103230899
pool1p0jc0n0sqhj7fhm8sng8086akyyrsl085cvd6ewskhhly9tn3d0,0.0,100257520,0.0,0,100257520
pool1qhnjcmyy9xrf00z4uj66yedje5ue2ukqte2hr6dmty9a2gz7tu5,0.0,197226280,0.0,0,197226280
pool17p4syst04f92ylfzlcn8qwq8w5muxkwqn0a5fl98ksxhwj6y7g7,0.0,197226148,0.0,0,197226148
pool17dqwaa26crnkecs7lydfr8826k3evkv5ypdf7wx8fu5mzexxa2x,0.0,156277982,0.0,0,155020293
pool1zlsrcv64qzzahdky99r3e2m0wd68uav3d7f5nxegalhj66r8nnj,0.0,104493534,0.0,0,104493534
pool18qamc87vnl2sjd888f3gv4ssh4qjww859z9v6mr622fvjhemunh,0.0,197226148,0.0,0,197226148
pool1t2e4v7ajh38qhjswqaavjqfsevyllhda24t2s2u6vhsavyhhqaf,0.0,105132223,0.0,0,105132223
pool12zgtcv0cu5caet8y2tna9l0jhthr46zpwh49dh0g4ew05st2t2w,0.0,218794792,0.0,0,218615274
pool1s4a3y5ktdg7s08d6mntkctzc739h5n46t930jggef287cwz8pph,0.0,163039113,0.0,0,163039113
pool1ssn7vj756vpv84h5vgkkvv5rzk0zp6pp2kdrqwfjsffu60djyy8,0.0,197624030,0.0,0,197624030
pool1ytfsdx0zjdum8qwrk6urv6u6gxvlnd3r93j8p8ckj57wz3aaudu,0.0,5805804939,0.0,0,1001592742
pool1fu6cvwqamrfxkzc0pjsmd7mqazfqh558sckequqj3ckvgyyg5ta,0.0,300093772,0.0,0,300093772
pool1mh5qagd86gndurjs44k9dwurktdr7rra9prm5wwf09c77cwwaqw,0.0,16135344601,0.0,0,10175696117
pool1xlgmew766a2ndakrn4sn63t00sf5z99w4ncd7k75r5thxqyln92,0.0,7395261117,0.0,0,103613734
pool1eeflu4eaztffgd33enpsfh4nkta6t5qk662nddqqhjyrgdgmkc5,0.0,636710338,0.0,0,127621302
pool1tlgwdlde3v5aq3vlm7pk8l37tydmjjhucsf0g84xwjtwvwfsmhm,0.0,496582390,0.0,0,102425793
pool16qhf24jz4pdru0gqrh9rwnvv9v05a6fq73g4md6mawavz2fg5v7,0.0,4292361625,0.0,0,164248716
pool1m3tqw6s5dphrlkxyr97faxk4cm3gwejv54mtyfd6w34dsx429eu,0.0,967305385,0.0,0,597625746
pool1zd728035u3406eff69h9a8gj8tg927qe62xwvg4leghwvs5hhmv,0.0,252278992,0.0,0,202625746
pool1tkqjk8s3yqqyuspn4c44rjz7vgsu6kfxm4uvt89cejwryetpt6m,0.0,2345600094,0.0,0,97236752
pool16m6c5rcpm63k2606lkqadg3x5pykjwr4pthhj9h4ancquafwhjl,0.0,287686372,0.0,0,109852906
pool1p7rhyhffkw7xewl8c2c0dlaa406q7qfztg2hxa3aw4u2uaqlqla,0.0,1224055210,0.0,0,197625746
pool16j549cl7ftj9ejw9sx5v50zjyuh8l49stmakrfrea4rxy0e7us5,0.0,1907853987,0.0,0,1907853987
pool1cxduaaaqpk8g3xr5yksg8urfemexxyjf42evekrmmg9a2f7gmn7,0.0,517703111,0.0,0,158222233
pool16vxqq0ttyvfkt84f6ksncskgdk0r9w8ulaum0af8cmmfgsf5hua,0.0,1143464468,0.0,0,101619014
pool16q8rhnyj65mtfz8rvf38ernr0jlcr5gcdpjzv0wgtqvcc5yw7g7,0.0,501132556,0.0,0,482150026
pool1kyn4xguhrd600j4y9kvksptzjk8k4hz5rdcrxx3qw3jksuwjnwz,0.0,2342381143,0.0,0,147639812
pool12x6z2am9fxpw7s8wfjpsdd4jm2v5wdj62fshv00ztpxr6jy3ztp,0.0,593799895,0.0,0,496175032
pool1ztz3370gwds2v7hjzgtns33f7kw0qp0zjx34esg3dvlcycnnte5,0.0,106623722,0.0,0,106623722
pool1zx293a3jpjh9sln53uhlc34ccnppl6sze22rrcmt04enzapl935,0.0,300822669,0.0,0,300822669
pool1rsm2ara9zm9tq0gupcq4c7e3v7c8lwxlgjgh2zalgjf3669rlwq,0.0,100838685,0.0,0,100838685
pool1npx8wwtj8knlavx6h7spcj7sk6n6dd5qa0npk9fcdefd542y9vx,0.0,150610962,0.0,0,150610962
pool1ajjz83zx620n7fyr0gvfaz0k0udc6x09rdnkqrgaxu9qwcz97qe,0.0,205618530,0.0,0,205618530
pool1rven0s3l30qawndj2m8v0fwgc8rsthumda72l4wkgwdhx7qgdjw,0.0,103070019,0.0,0,103070019
pool1ka8q6my2a5fennpr2nmrj5yzma27d2fkev8lmpfq90kxzjszwgm,0.0,366625702,0.0,0,365625702
pool1g0fvxf4ewt0j3hplp09dv4ak2uv5ay3ftw8upk80d8kx2ca5syn,0.0,148091537,0.0,0,148091303
pool14pwff25hl70dusazjckjqvzft35ew67t33x49hwjm5j7y675ere,0.0,117618178,0.0,0,117618178
pool18dqp26atwr6rd7z6suxjmguqy8zym5a3tgtveuazqsjwyeafrz6,0.0,266665872,0.0,0,266665872
pool1zx0lmhdymz23e702clzyywdw522nh66eqaseaye8sue3cyfzkar,0.0,114280001,0.0,0,105361680
pool1n6w5q9hw3gj6574uts75mkyrqcm702n240fxlk5df4sf7a7vlvk,0.0,138742943,0.0,0,138742943
pool1z5h4jhmhqrd2ndrhn3w7kr8nvcqwunds53hrs6vpzr882x4n3la,0.0,102228700,0.0,0,102228700
pool17qyahrvutlsyq7c6ceynac8ay4qkmxkd2sh43w4va5yr255x437,0.0,103607970,0.0,0,103607970
pool1wamhqzxcn7psr3rrqvg35wwjwmj8qktnvgyncj2vzyaqx9hkmsz,0.0,97624556,0.0,0,97624556
pool1cvmk7ftz7v5u2pd944e0xvalgchtxgsnnhryzqmqfavgxwgxmcy,0.0,2586554977,0.0,0,90440409
pool1g04psph8yjpqrgvtltqxrgh6vtl3uklvl46ng6ttrdhwjuvelna,0.0,92633094,0.0,0,92633094
pool1r80l6hsdftyfvqftjak0r6llnszdtnh2x7rvtllawzj7x3afq2k,0.0,3652500914,0.0,0,104437937
pool19u3glj3t9c0nsyzgrd6zdhnj0ed5dk67wmv3fs6nc0702xzh94y,0.0,300791123,0.0,0,57415409
pool173trwz74lv2ncl0dn5fqvgnhqtmqu3yvnf6dpx7k6psuwhzn2fc,0.0,130893167,0.0,0,104725902
pool1ps3quyamsmn5cvp403tgjzgpfwha5u4dr2zc3wtts5kgqc078se,0.0,95424561,0.0,0,95424561
pool1cejaj3e490r9ejf854k3pw0kagglczuaqp69g6g5jzyfxjxgn4h,0.0,99442997,0.0,0,99442997
pool18nx24xhkcewezxvrjgdpt9pgt69pefr85m8qa8fdjd4m6p7egw9,0.0,93505493,0.0,0,93505493
pool15jzfzmh3s4vnhm2qm3p5e0632kv8nuw2luxarqrzpa8a6cgnthk,0.0,101250210,0.0,0,99805767
pool13p8rkc9nv8umw98qdvjqv0tmwgjmzlmyedrd3m50pjpp58ek53a,0.0,116330953,0.0,0,116330953
